atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HCB;kg;0.00
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HCB;kg;0.00
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HCB;kg;0.00
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;HCB;kg;0.62
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;5.93
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.96
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;1.97
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;0.95
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;3.69
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.05
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (a);kg;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (a);kg;2630.25
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (a);kg;101.46
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (a);kg;0.00
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (a);kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (a);kg;0.33
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (a);kg;21.33
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (a);kg;1.29
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (a);kg;0.08
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (a);kg;241.62
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (a);kg;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (b);kg;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (b);kg;2446.89
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (b);kg;151.52
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (b);kg;0.00
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (b);kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (b);kg;0.14
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (b);kg;37.36
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (b);kg;2.15
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (b);kg;0.16
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (b);kg;209.44
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (b);kg;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (k);kg;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (k);kg;975.76
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (k);kg;68.25
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (k);kg;0.00
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (k);kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (k);kg;0.14
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (k);kg;27.32
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (k);kg;1.49
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (k);kg;0.35
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (k);kg;96.19
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (k);kg;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;971.22
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;52.07
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.14
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;29.37
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;3.47
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;90.54
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;7024.12
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;373.30
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;291.11
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;0.75
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;115.39
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;8.40
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;0.59
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;637.78
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
1994;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
1994;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;1.46
1994;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.83
1994;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;1.52
1994;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
1994;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;0.00
1994;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.24
1994;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
1994;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.00
1994;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
1994;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;0.01
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;10312.49
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SOx;t;21772.31
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SOx;t;99.30
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SOx;t;0.74
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SOx;t;7808.28
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SOx;t;1106.44
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SOx;t;10.15
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SOx;t;28.55
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SOx;t;1.48
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NOx;t;63.09
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NOx;t;4893.23
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NOx;t;7483.77
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NOx;t;74.45
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NOx;t;4.64
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NOx;t;64345.74
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NOx;t;16271.90
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NOx;t;221.68
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NOx;t;1008.52
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NOx;t;7.39
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;COVNM;t;0.05
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;COVNM;t;2505.94
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;COVNM;t;1370.34
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;COVNM;t;751.33
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;4112.99
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;COVNM;t;39704.25
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;COVNM;t;47346.34
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;COVNM;t;613.99
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;COVNM;t;603.57
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;COVNM;t;1368.21
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);COVNM;t;19.55
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CH4;t;0.62
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CH4;t;3673.50
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CH4;t;552.05
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CH4;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;391.70
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CH4;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CH4;t;2252.60
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CH4;t;28.85
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CH4;t;70841.25
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CH4;t;6042.43
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CH4;t;4.91
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO;t;115.74
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO;t;51798.78
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO;t;6389.47
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO;t;973.75
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO;t;141.94
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO;t;348274.60
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO;t;4565.31
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO;t;2716.31
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO;t;5825.01
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO;t;211.82
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;CO2;kt;1.33
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;CO2;kt;4167.74
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;CO2;kt;2693.62
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;CO2;kt;675.68
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;CO2;kt;78.68
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;CO2;kt;7196.22
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;CO2;kt;3196.10
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;CO2;kt;0.91
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;CO2;kt;4.03
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);CO2;kt;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;N2O;t;0.08
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;N2O;t;40.02
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;N2O;t;38.52
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;N2O;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;N2O;t;275.04
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;N2O;t;322.98
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;N2O;t;88.25
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;N2O;t;409.11
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;N2O;t;413.01
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);N2O;t;7.52
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;NH3;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;NH3;t;198.24
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;NH3;t;123.53
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;NH3;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;NH3;t;18.65
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;NH3;t;237.10
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;NH3;t;0.38
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;NH3;t;2373.21
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;NH3;t;3749.75
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);NH3;t;1.66
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;SF6;t CO2eq;8721.84
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);SF6;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);HFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;3,0;Plantas de combustión industrial;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;4,0;Procesos industriales sin combustión;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;6,0;Uso de disolventes y otros productos;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;7,0;Transporte por carretera;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;8,0;Otros modos de transporte y maquinaria móvil;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;9,0;Tratamiento y eliminación de residuos;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;10,0;Agricultura;PFC;t CO2eq;0.00
1993;Acidificadores, precursores de ozono y gases de efecto invernadero;11,0;Otras fuentes y sumideros (naturaleza);PFC;t CO2eq;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;As;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;As;kg;58.10
1993;Metales pesados;3,0;Plantas de combustión industrial;As;kg;150.99
1993;Metales pesados;4,0;Procesos industriales sin combustión;As;kg;8.54
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;As;kg;0.00
1993;Metales pesados;7,0;Transporte por carretera;As;kg;7.30
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;As;kg;0.10
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;As;kg;4.61
1993;Metales pesados;10,0;Agricultura;As;kg;0.73
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);As;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cd;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Cd;kg;63.61
1993;Metales pesados;3,0;Plantas de combustión industrial;Cd;kg;559.24
1993;Metales pesados;4,0;Procesos industriales sin combustión;Cd;kg;72.63
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Cd;kg;13.74
1993;Metales pesados;7,0;Transporte por carretera;Cd;kg;21.55
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cd;kg;0.54
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cd;kg;4.73
1993;Metales pesados;10,0;Agricultura;Cd;kg;43.54
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cr;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Cr;kg;432.75
1993;Metales pesados;3,0;Plantas de combustión industrial;Cr;kg;481.90
1993;Metales pesados;4,0;Procesos industriales sin combustión;Cr;kg;60.48
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Cr;kg;0.00
1993;Metales pesados;7,0;Transporte por carretera;Cr;kg;309.03
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cr;kg;14.18
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cr;kg;3.24
1993;Metales pesados;10,0;Agricultura;Cr;kg;8.77
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Cu;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Cu;kg;305.34
1993;Metales pesados;3,0;Plantas de combustión industrial;Cu;kg;244.31
1993;Metales pesados;4,0;Procesos industriales sin combustión;Cu;kg;11.93
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Cu;kg;13.85
1993;Metales pesados;7,0;Transporte por carretera;Cu;kg;7868.59
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Cu;kg;91.35
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Cu;kg;12.23
1993;Metales pesados;10,0;Agricultura;Cu;kg;5.74
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Hg;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Hg;kg;58.37
1993;Metales pesados;3,0;Plantas de combustión industrial;Hg;kg;109.09
1993;Metales pesados;4,0;Procesos industriales sin combustión;Hg;kg;43.53
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Hg;kg;28.07
1993;Metales pesados;7,0;Transporte por carretera;Hg;kg;16.51
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Hg;kg;2.22
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Hg;kg;15.13
1993;Metales pesados;10,0;Agricultura;Hg;kg;8.65
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Ni;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Ni;kg;2587.45
1993;Metales pesados;3,0;Plantas de combustión industrial;Ni;kg;2742.30
1993;Metales pesados;4,0;Procesos industriales sin combustión;Ni;kg;232.35
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Ni;kg;6.88
1993;Metales pesados;7,0;Transporte por carretera;Ni;kg;166.99
